sisben_area,sisben_score,spadies_any,cutoff
Main metro area,-54.58000183105469,1,-57.21
Other urban area,-67.62999725341797,0,-56.32
Main metro area,-45.36999893188477,0,-57.21
Main metro area,-29.95999908447266,1,-57.21
Main metro area,-62.97000122070313,1,-57.21
Other urban area,-57.34000015258789,0,-56.32
Main metro area,-59.83000183105469,1,-57.21
Other urban area,-49.20000076293945,1,-56.32
Rural area,-9.170000076293945,1,-40.75
Main metro area,-51.7400016784668,1,-57.21
Main metro area,-58.18999862670898,0,-57.21
Main metro area,-16.59000015258789,1,-57.21
Rural area,-41.72000122070313,0,-40.75
Main metro area,-25.93,0,-57.21
Main metro area,-48.77999877929688,1,-57.21
Main metro area,-57.68999862670898,0,-57.21
Other urban area,-69.18000030517578,1,-56.32
Main metro area,-19.57999992370605,1,-57.21
Main metro area,-68.52999877929688,1,-57.21
Main metro area,-40.88999938964844,1,-57.21
Main metro area,-43.88000106811523,1,-57.21
Main metro area,-34,0,-57.21
Other urban area,-27.78000068664551,1,-56.32
Other urban area,-28.98999977111816,1,-56.32
Main metro area,-28.01000022888184,1,-57.21
Main metro area,-43.36000061035156,1,-57.21
Other urban area,-38.34000015258789,1,-56.32
Main metro area,-40.5,1,-57.21
Other urban area,-20.70000076293945,0,-56.32
Other urban area,-72.23000335693359,1,-56.32
Other urban area,-26.35000038146973,0,-56.32
Other urban area,-66.86000061035156,1,-56.32
Other urban area,-61.38000106811523,1,-56.32
Main metro area,-34.34000015258789,0,-57.21
Main metro area,-31.1299991607666,0,-57.21
Main metro area,-53.81000137329102,0,-57.21
Other urban area,-67.36000061035156,1,-56.32
Main metro area,-48.63999938964844,0,-57.21
Main metro area,-31.29000091552734,0,-57.21
Other urban area,-75.62999725341797,0,-56.32
Other urban area,-21.30999946594238,0,-56.32
Main metro area,-26.59000015258789,1,-57.21
Other urban area,-11.22999954223633,1,-56.32
Other urban area,-35.04999923706055,0,-56.32
Main metro area,-79.84999847412109,1,-57.21
Main metro area,-56.95999908447266,1,-57.21
Main metro area,-51.68000030517578,0,-57.21
Main metro area,-73.55000305175781,0,-57.21
Main metro area,-53.20999908447266,1,-57.21
Other urban area,-39.16999816894531,0,-56.32
Other urban area,-58.97000122070313,1,-56.32
Other urban area,-63.97000122070313,1,-56.32
Main metro area,-43.2400016784668,1,-57.21
Main metro area,-58.41999816894531,1,-57.21
Main metro area,-55.99,0,-57.21
Main metro area,-45.54000091552734,1,-57.21
Other urban area,-25.1299991607666,0,-56.32
Other urban area,-57.2599983215332,1,-56.32
Other urban area,-67.98999786376953,0,-56.32
Main metro area,-59.86999893188477,1,-57.21
Main metro area,-70.69000244140625,1,-57.21
Other urban area,-40.04999923706055,0,-56.32
Other urban area,-14.22000026702881,0,-56.32
Rural area,-32.72999954223633,1,-40.75
Main metro area,-65.18000030517578,1,-57.21
Main metro area,-66.73000335693359,1,-57.21
Other urban area,-34.56999969482422,0,-56.32
Other urban area,-83.48000335693359,1,-56.32
Main metro area,-52.56999969482422,1,-57.21
Main metro area,-36.36999893188477,0,-57.21
Main metro area,-13.5600004196167,1,-57.21
Main metro area,-53.68999862670898,1,-57.21
Other urban area,-59.75,1,-56.32
Main metro area,-45.02999877929688,0,-57.21
Other urban area,-34.72999954223633,1,-56.32
Other urban area,-41.88000106811523,0,-56.32
Main metro area,-42.36999893188477,0,-57.21
Main metro area,-38.59999847412109,1,-57.21
Main metro area,-60.36999893188477,1,-57.21
Main metro area,-63.58000183105469,0,-57.21
Main metro area,-44.36000061035156,1,-57.21
Rural area,-11.10999965667725,1,-40.75
Main metro area,-62.61000061035156,1,-57.21
Main metro area,-47.33000183105469,1,-57.21
Rural area,-7.78000020980835,1,-40.75
Main metro area,-48.22999954223633,1,-57.21
Main metro area,-35.95999908447266,1,-57.21
Main metro area,-41.27000045776367,0,-57.21
Main metro area,-56.70999908447266,1,-57.21
Main metro area,-28.04999923706055,0,-57.21
Main metro area,-33.84000015258789,0,-57.21
Main metro area,-38.20000076293945,1,-57.21
Main metro area,-50.61999893188477,1,-57.21
Main metro area,-55.56000137329102,1,-57.21
Rural area,-37.47000122070313,1,-40.75
Main metro area,-59.63999938964844,0,-57.21
Main metro area,-46.16999816894531,1,-57.21
Other urban area,-12.07999992370605,1,-56.32
Main metro area,-35.93999862670898,1,-57.21
Main metro area,-57.81999969482422,1,-57.21
Other urban area,-66.70999908447266,0,-56.32
Main metro area,-69.73000335693359,0,-57.21
Main metro area,-47.63999938964844,1,-57.21
Other urban area,-19.71999931335449,1,-56.32
Main metro area,-14.28999996185303,1,-57.21
Main metro area,-17.96999931335449,0,-57.21
Other urban area,-29.72999954223633,0,-56.32
Main metro area,-49.84999847412109,0,-57.21
Main metro area,-19.14999961853027,1,-57.21
Main metro area,-57.77000045776367,1,-57.21
Main metro area,-61.75,1,-57.21
Main metro area,-41.61000061035156,0,-57.21
Other urban area,-22.22999954223633,0,-56.32
Other urban area,-30.54999923706055,0,-56.32
Main metro area,-42.27000045776367,1,-57.21
Rural area,-10.81999969482422,1,-40.75
Other urban area,-11.35,1,-56.32
Main metro area,-57.79000091552734,1,-57.21
Other urban area,-59.29000091552734,1,-56.32
Main metro area,-57.29999923706055,0,-57.21
Main metro area,-53.90000152587891,1,-57.21
Other urban area,-74.33999633789063,1,-56.32
Other urban area,-46.45999908447266,0,-56.32
Other urban area,-36.77000045776367,1,-56.32
Other urban area,-65.94999694824219,1,-56.32
Other urban area,-73.73000335693359,1,-56.32
Other urban area,-57.79000091552734,1,-56.32
Other urban area,-76.05999755859375,1,-56.32
Other urban area,-59.34000015258789,1,-56.32
Other urban area,-48.95000076293945,0,-56.32
Other urban area,-38.5099983215332,1,-56.32
Other urban area,-15.13000011444092,1,-56.32
Other urban area,-81.70999908447266,1,-56.32
Other urban area,-60.08000183105469,1,-56.32
Other urban area,-72.19000244140625,1,-56.32
Other urban area,-56.54999923706055,1,-56.32
Other urban area,-56.45999908447266,0,-56.32
Other urban area,-62.08000183105469,1,-56.32
Other urban area,-76.05999755859375,1,-56.32
Other urban area,-25.67000007629395,1,-56.32
Other urban area,-38.90000152587891,1,-56.32
Other urban area,-73.98000335693359,0,-56.32
Other urban area,-37.81999969482422,0,-56.32
Other urban area,-70.55000305175781,1,-56.32
Other urban area,-28.79999923706055,1,-56.32
Other urban area,-72.83999633789063,1,-56.32
Other urban area,-42,0,-56.32
Other urban area,-54.59000015258789,1,-56.32
Other urban area,-66.23000335693359,1,-56.32
Other urban area,-20.68000030517578,0,-56.32
Rural area,-29.85,0,-40.75
Other urban area,-66.94000244140625,0,-56.32
Rural area,-45.61000061035156,0,-40.75
Other urban area,-40.75,0,-56.32
Other urban area,-54.59999847412109,1,-56.32
Other urban area,-53.63000106811523,1,-56.32
Other urban area,-58.38000106811523,1,-56.32
Other urban area,-64.76000213623047,1,-56.32
Other urban area,-39.70999908447266,1,-56.32
Other urban area,-19.76000022888184,0,-56.32
Main metro area,-31.65999984741211,0,-57.21
Other urban area,-31.04000091552734,1,-56.32
Other urban area,-65.63999938964844,1,-56.32
Other urban area,-69.90000152587891,1,-56.32
Other urban area,-23.43000030517578,1,-56.32
Other urban area,-59.90999984741211,1,-56.32
Main metro area,-31.88999938964844,0,-57.21
Other urban area,-41.90999984741211,0,-56.32
Rural area,-19.80999946594238,1,-40.75
Other urban area,-62.84000015258789,1,-56.32
Other urban area,-60.70000076293945,1,-56.32
Other urban area,-79.09999847412109,0,-56.32
Other urban area,-42.25,1,-56.32
Other urban area,-62.43999862670898,0,-56.32
Other urban area,-74.62999725341797,0,-56.32
Other urban area,-30.67000007629395,1,-56.32
Other urban area,-50.43999862670898,0,-56.32
Other urban area,-57.15000152587891,1,-56.32
Other urban area,-67.27999877929688,0,-56.32
Other urban area,-59.27999877929688,1,-56.32
Other urban area,-60.86000061035156,0,-56.32
Other urban area,-33.31000137329102,1,-56.32
Other urban area,-24.54000091552734,0,-56.32
Other urban area,-40.13999938964844,0,-56.32
Other urban area,-48.31999969482422,1,-56.32
Other urban area,-65.33999633789063,0,-56.32
Other urban area,-56.13000106811523,1,-56.32
Other urban area,-41.59000015258789,1,-56.32
Main metro area,-37.91999816894531,0,-57.21
Other urban area,-32.52000045776367,1,-56.32
Other urban area,-60.11000061035156,1,-56.32
Other urban area,-61.91999816894531,1,-56.32
Other urban area,-43.88000106811523,1,-56.32
Other urban area,-69.41000366210938,1,-56.32
Other urban area,-70.87999725341797,0,-56.32
Other urban area,-42.91999816894531,1,-56.32
Main metro area,-41.5099983215332,1,-57.21
Other urban area,-69.51000213623047,1,-56.32
Other urban area,-54.77999877929688,0,-56.32
Rural area,-49.61999893188477,1,-40.75
Other urban area,-39,1,-56.32
Other urban area,-23.06999969482422,1,-56.32
Other urban area,-65.13999938964844,1,-56.32
Other urban area,-77.90000152587891,1,-56.32
Other urban area,-27.61000061035156,0,-56.32
Other urban area,-76.75,1,-56.32
Other urban area,-34.18999862670898,1,-56.32
Other urban area,-70.66999816894531,1,-56.32
Other urban area,-70.68000030517578,0,-56.32
Other urban area,-66.12999725341797,1,-56.32
Other urban area,-67.19999694824219,1,-56.32
Other urban area,-50.11999893188477,1,-56.32
Other urban area,-39.09999847412109,1,-56.32
Other urban area,-50.06000137329102,1,-56.32
Other urban area,-61.83000183105469,1,-56.32
Other urban area,-57.15999984741211,0,-56.32
Other urban area,-69.80999755859375,1,-56.32
Other urban area,-80.86000061035156,1,-56.32
Other urban area,-65.12000274658203,0,-56.32
Other urban area,-66.94000244140625,1,-56.32
Other urban area,-65.51000213623047,1,-56.32
Other urban area,-49.20999908447266,1,-56.32
Rural area,-50.90000152587891,1,-40.75
Other urban area,-69.19000244140625,1,-56.32
Other urban area,-30.95999908447266,1,-56.32
Rural area,-33.04999923706055,1,-40.75
Other urban area,-76.54000091552734,1,-56.32
Other urban area,-37.88000106811523,1,-56.32
Other urban area,-61.61999893188477,1,-56.32
Other urban area,-27.63999938964844,1,-56.32
Rural area,-6.989999771118164,0,-40.75
Other urban area,-79.04000091552734,1,-56.32
Other urban area,-65.11000061035156,0,-56.32
Other urban area,-49.29000091552734,1,-56.32
Other urban area,-43.34000015258789,1,-56.32
Other urban area,-56.68000030517578,1,-56.32
Other urban area,-71.83999633789063,1,-56.32
Other urban area,-43.63000106811523,1,-56.32
Other urban area,-72.16000366210938,1,-56.32
Other urban area,-28.59000015258789,1,-56.32
Main metro area,-37.36000061035156,0,-57.21
Other urban area,-47.41999816894531,1,-56.32
Other urban area,-76.69999694824219,1,-56.32
Other urban area,-70.27999877929688,1,-56.32
Other urban area,-61.34999847412109,1,-56.32
Rural area,-41.31000137329102,1,-40.75
Rural area,-42.77000045776367,1,-40.75
Other urban area,-56.5099983215332,1,-56.32
Main metro area,-44.84999847412109,1,-57.21
Other urban area,-35.68999862670898,1,-56.32
Other urban area,-43.43000030517578,0,-56.32
Other urban area,-44.66999816894531,1,-56.32
Other urban area,-60.20000076293945,1,-56.32
Other urban area,-57.56999969482422,0,-56.32
Other urban area,-63.59999847412109,1,-56.32
Other urban area,-41.9900016784668,1,-56.32
Other urban area,-65.58000183105469,1,-56.32
Other urban area,-74.45999908447266,1,-56.32
Other urban area,-72.91000366210938,0,-56.32
Other urban area,-59.22999954223633,1,-56.32
Other urban area,-49.22999954223633,1,-56.32
Other urban area,-59.77999877929688,0,-56.32
Other urban area,-34.11999893188477,0,-56.32
Other urban area,-17.11000061035156,1,-56.32
Other urban area,-10.22999954223633,1,-56.32
Other urban area,-22.01000022888184,0,-56.32
Main metro area,-21.93000030517578,1,-57.21
Other urban area,-57.52999877929688,1,-56.32
Other urban area,-38.58000183105469,0,-56.32
Main metro area,-14.6899995803833,1,-57.21
Main metro area,-43.70999908447266,0,-57.21
Main metro area,-40.95999908447266,0,-57.21
Main metro area,-40.45000076293945,1,-57.21
Other urban area,-57.7599983215332,1,-56.32
Main metro area,-20.84000015258789,1,-57.21
Main metro area,-8.439999580383301,1,-57.21
Other urban area,-44.63000106811523,0,-56.32
Other urban area,-53.31000137329102,0,-56.32
Main metro area,-8.539999961853027,0,-57.21
Main metro area,-18.76000022888184,1,-57.21
Main metro area,-37.2599983215332,1,-57.21
Main metro area,-17.61000061035156,1,-57.21
Main metro area,-34.38000106811523,0,-57.21
Main metro area,-29.94000053405762,1,-57.21
Main metro area,-15.56999969482422,0,-57.21
Other urban area,-70.61000061035156,1,-56.32
Main metro area,-26.38999938964844,1,-57.21
Other urban area,-6.039999961853027,1,-56.32
Other urban area,-21.38999938964844,0,-56.32
Main metro area,-18.8700008392334,0,-57.21
Main metro area,-22.04000091552734,1,-57.21
Main metro area,-32.70999908447266,1,-57.21
Main metro area,-49.56999969482422,0,-57.21
Main metro area,-61.56000137329102,1,-57.21
Other urban area,-27.70999908447266,1,-56.32
Main metro area,-49.22999954223633,1,-57.21
Main metro area,-14.64000034332275,1,-57.21
Main metro area,-19.78000068664551,0,-57.21
Main metro area,-22.55999946594238,0,-57.21
Main metro area,-18.76000022888184,0,-57.21
Main metro area,-7.110000133514404,0,-57.21
Main metro area,-20.57999992370605,1,-57.21
Other urban area,-33,1,-56.32
Main metro area,-14.75,1,-57.21
Main metro area,-16.70000076293945,1,-57.21
Main metro area,-15.19999980926514,1,-57.21
Main metro area,-15.47999954223633,1,-57.21
Main metro area,-43.7400016784668,0,-57.21
Main metro area,-18.32999992370605,0,-57.21
Other urban area,-11.26000022888184,1,-56.32
Other urban area,-17.43000030517578,1,-56.32
Main metro area,-23.11000061035156,1,-57.21
Other urban area,-50.5099983215332,1,-56.32
Main metro area,-21.54999923706055,1,-57.21
Other urban area,-62.70000076293945,0,-56.32
Main metro area,-18.67000007629395,0,-57.21
Main metro area,-28.92000007629395,0,-57.21
Main metro area,-41.06999969482422,0,-57.21
Main metro area,-15.27000045776367,1,-57.21
Other urban area,-65.15000152587891,1,-56.32
Main metro area,-18.27000045776367,1,-57.21
Main metro area,-54.06999969482422,1,-57.21
Main metro area,-8.699999809265137,1,-57.21
Main metro area,-19.39999961853027,1,-57.21
Main metro area,-34.63000106811523,1,-57.21
Main metro area,-59.5,1,-57.21
Other urban area,-49.45999908447266,1,-56.32
Other urban area,-35.22999954223633,0,-56.32
Main metro area,-29.06999969482422,1,-57.21
Main metro area,-38.25,1,-57.21
Main metro area,-21.88999938964844,0,-57.21
Main metro area,-17.98999977111816,1,-57.21
Other urban area,-44.18000030517578,0,-56.32
Other urban area,-20.90999984741211,1,-56.32
Main metro area,-19.59000015258789,1,-57.21
Main metro area,-17,1,-57.21
Main metro area,-19.94000053405762,0,-57.21
Other urban area,-33.91999816894531,1,-56.32
Main metro area,-18.69000053405762,1,-57.21
Other urban area,-43.86000061035156,0,-56.32
Main metro area,-12.22000026702881,0,-57.21
Other urban area,-51.2400016784668,1,-56.32
Main metro area,-12.64000034332275,0,-57.21
Main metro area,-36.90000152587891,0,-57.21
Main metro area,-36.04000091552734,0,-57.21
Main metro area,-46.06999969482422,0,-57.21
Main metro area,-34.83000183105469,0,-57.21
Rural area,-25.97999954223633,0,-40.75
Main metro area,-48.93999862670898,0,-57.21
Other urban area,-47.86999893188477,0,-56.32
Main metro area,-24.36000061035156,1,-57.21
Main metro area,-12.51000022888184,1,-57.21
Main metro area,-49.15000152587891,0,-57.21
Main metro area,-19.54999923706055,1,-57.21
Main metro area,-43.33000183105469,1,-57.21
Main metro area,-42.06000137329102,1,-57.21
Main metro area,-19.81999969482422,1,-57.21
Main metro area,-17.11000061035156,0,-57.21
Other urban area,-22.97999954223633,1,-56.32
Main metro area,-27.46999931335449,1,-57.21
Main metro area,-22.59000015258789,1,-57.21
Main metro area,-33.81999969482422,1,-57.21
Main metro area,-18.05999946594238,1,-57.21
Main metro area,-31.13999938964844,0,-57.21
Main metro area,-13.02999973297119,0,-57.21
Main metro area,-46.59000015258789,1,-57.21
Main metro area,-23.70000076293945,0,-57.21
Main metro area,-21.84000015258789,1,-57.21
Main metro area,-13,1,-57.21
Main metro area,-16.22999954223633,0,-57.21
Other urban area,-47.77999877929688,1,-56.32
Main metro area,-28.70000076293945,1,-57.21
Main metro area,-14.52000045776367,1,-57.21
Other urban area,-53.31999969482422,1,-56.32
Other urban area,-23.5,1,-56.32
Main metro area,-19.81999969482422,1,-57.21
Main metro area,-28.43000030517578,0,-57.21
Main metro area,-35.27999877929688,1,-57.21
Main metro area,-29.01000022888184,1,-57.21
Main metro area,-64.18000030517578,1,-57.21
Main metro area,-34.83000183105469,1,-57.21
Main metro area,-31.45000076293945,0,-57.21
Main metro area,-33.04000091552734,0,-57.21
Main metro area,-22.3799991607666,0,-57.21
Other urban area,-70.58000183105469,1,-56.32
Other urban area,-15.06999969482422,1,-56.32
Main metro area,-27.17000007629395,0,-57.21
Main metro area,-38.70999908447266,0,-57.21
Main metro area,-14,0,-57.21
Main metro area,-11.6899995803833,1,-57.21
Main metro area,-20.72999954223633,1,-57.21
Main metro area,-18.40999984741211,1,-57.21
Main metro area,-21.53000068664551,1,-57.21
Main metro area,-43.77000045776367,1,-57.21
Other urban area,-28.05999946594238,1,-56.32
Main metro area,-22.70000076293945,1,-57.21
Main metro area,-41.38000106811523,1,-57.21
Main metro area,-60,1,-57.21
Main metro area,-20.44000053405762,1,-57.21
Main metro area,-32.27000045776367,1,-57.21
Main metro area,-30.6299991607666,1,-57.21
Main metro area,-24.5,1,-57.21
Rural area,-34.47000122070313,0,-40.75
Main metro area,-48.15000152587891,1,-57.21
Other urban area,-30.26000022888184,1,-56.32
Other urban area,-11,1,-56.32
Other urban area,-27.60000038146973,1,-56.32
Other urban area,-68.19000244140625,0,-56.32
Rural area,-23.70999908447266,1,-40.75
Other urban area,-39.31999969482422,1,-56.32
Main metro area,-26.19000053405762,1,-57.21
Main metro area,-26.29,1,-57.21
Main metro area,-44.27999877929688,1,-57.21
Other urban area,-25.28000068664551,0,-56.32
Other urban area,-12.75,1,-56.32
Other urban area,-54.91999816894531,1,-56.32
Main metro area,-24.25,0,-57.21
Main metro area,-9.149999618530273,1,-57.21
Other urban area,-39.61999893188477,0,-56.32
Main metro area,-8.470000267028809,1,-57.21
Other urban area,-42.13000106811523,0,-56.32
Main metro area,-49.11999893188477,1,-57.21
Main metro area,-27.40999984741211,1,-57.21
Rural area,-23.5,0,-40.75
Main metro area,-44.43999862670898,1,-57.21
Main metro area,-16.72999954223633,0,-57.21
Main metro area,-13.64999961853027,1,-57.21
Main metro area,-42.0099983215332,1,-57.21
Main metro area,-16.03000068664551,1,-57.21
Main metro area,-8.460000038146973,1,-57.21
Main metro area,-12.60999965667725,1,-57.21
Main metro area,-24.54000091552734,1,-57.21
Main metro area,-29.79000091552734,0,-57.21
Main metro area,-36.59999847412109,0,-57.21
Main metro area,-23.5,1,-57.21
Other urban area,-46.20999908447266,1,-56.32
Main metro area,-17.7,1,-57.21
Main metro area,-16.3799991607666,1,-57.21
Main metro area,-65.25,1,-57.21
Main metro area,-32.22999954223633,0,-57.21
Main metro area,-20.95999908447266,1,-57.21
Main metro area,-57.77999877929688,1,-57.21
Other urban area,-59.13999938964844,1,-56.32
Main metro area,-44.11999893188477,1,-57.21
Main metro area,-30.60000038146973,0,-57.21
Other urban area,-17.25,0,-56.32
Main metro area,-37.56000137329102,1,-57.21
Main metro area,-45.5099983215332,1,-57.21
Main metro area,-29.20999908447266,1,-57.21
Main metro area,-9.680000305175781,1,-57.21
Other urban area,-66.29000091552734,1,-56.32
Main metro area,-42.54999923706055,1,-57.21
Other urban area,-25.71999931335449,0,-56.32
Main metro area,-31.19000053405762,1,-57.21
Other urban area,-66.55999755859375,1,-56.32
Other urban area,-20.15999984741211,1,-56.32
Main metro area,-28.3799991607666,0,-57.21
Main metro area,-20.04000091552734,1,-57.21
Main metro area,-15.19999980926514,1,-57.21
Main metro area,-75.83999633789063,1,-57.21
Other urban area,-9.880000114440918,1,-56.32
Main metro area,-20.13999938964844,0,-57.21
Main metro area,-28.73999977111816,1,-57.21
Main metro area,-15.52000045776367,0,-57.21
Main metro area,-48.59000015258789,1,-57.21
Main metro area,-11.8100004196167,1,-57.21
Main metro area,-36.41999816894531,0,-57.21
Main metro area,-11.32999992370605,0,-57.21
Main metro area,-34.58000183105469,1,-57.21
Other urban area,-57.18000030517578,0,-56.32
Main metro area,-57.59999847412109,0,-57.21
Main metro area,-29.54000091552734,1,-57.21
Main metro area,-52.25,0,-57.21
Main metro area,-19.77000045776367,1,-57.21
Main metro area,-18.53000068664551,1,-57.21
Main metro area,-15.4399995803833,0,-57.21
Main metro area,-15.52999973297119,0,-57.21
Main metro area,-47.52999877929688,1,-57.21
Main metro area,-34.45000076293945,1,-57.21
Main metro area,-18.46999931335449,1,-57.21
Other urban area,-45.36000061035156,1,-56.32
Main metro area,-16.95000076293945,0,-57.21
Other urban area,-67.73999786376953,1,-56.32
Main metro area,-15.72000026702881,1,-57.21
Other urban area,-49.63999938964844,1,-56.32
Other urban area,-50.95999908447266,1,-56.32
Other urban area,-18.54000091552734,1,-56.32
Rural area,-6.630000114440918,1,-40.75
Other urban area,-19.52000045776367,0,-56.32
Other urban area,-28.06999969482422,1,-56.32
Other urban area,-43.33000183105469,1,-56.32
Rural area,-17.22999954223633,1,-40.75
Other urban area,-36.59999847412109,1,-56.32
Main metro area,-36.18,1,-57.21
Other urban area,-21.39999961853027,1,-56.32
Other urban area,-57.56000137329102,0,-56.32
Rural area,-46.43999862670898,1,-40.75
Other urban area,-60.72999954223633,1,-56.32
Other urban area,-60.56999969482422,1,-56.32
Rural area,-8.180000305175781,0,-40.75
Other urban area,-62.7599983215332,1,-56.32
Rural area,-32.97999954223633,1,-40.75
Other urban area,-37.08000183105469,1,-56.32
Other urban area,-33.77000045776367,1,-56.32
Rural area,-14.73999977111816,0,-40.75
Other urban area,-33.33000183105469,1,-56.32
Main metro area,-41.47,1,-57.21
Other urban area,-13.81999969482422,0,-56.32
Other urban area,-42.43999862670898,1,-56.32
Other urban area,-24.19000053405762,1,-56.32
Other urban area,-35.20999908447266,1,-56.32
Rural area,-21.55999946594238,1,-40.75
Other urban area,-56.06000137329102,1,-56.32
Other urban area,-59.61999893188477,0,-56.32
Other urban area,-69.65000152587891,1,-56.32
Other urban area,-44.33,1,-56.32
Other urban area,-57.95000076293945,1,-56.32
Other urban area,-33.04000091552734,1,-56.32
Other urban area,-16.54000091552734,1,-56.32
Other urban area,-60.09999847412109,1,-56.32
Other urban area,-32.29999923706055,0,-56.32
Other urban area,-49.16999816894531,1,-56.32
Other urban area,-69.38999938964844,1,-56.32
Other urban area,-59.40999984741211,0,-56.32
Rural area,-18.6200008392334,1,-40.75
Rural area,-12.6899995803833,1,-40.75
Other urban area,-68.83999633789063,1,-56.32
Other urban area,-44.43999862670898,0,-56.32
Other urban area,-22.73999977111816,0,-56.32
Other urban area,-25.6299991607666,1,-56.32
Rural area,-9.109999656677246,0,-40.75
Main metro area,-24.3799991607666,0,-57.21
Main metro area,-19.63999938964844,1,-57.21
Main metro area,-35.79000091552734,1,-57.21
Other urban area,-54.47000122070313,1,-56.32
Other urban area,-58.56999969482422,0,-56.32
Other urban area,-39.11999893188477,1,-56.32
Other urban area,-26.55999946594238,1,-56.32
Other urban area,-37.47000122070313,0,-56.32
Main metro area,-16.76000022888184,1,-57.21
Other urban area,-42.40999984741211,1,-56.32
Main metro area,-28.68000030517578,1,-57.21
Other urban area,-44.52999877929688,0,-56.32
Main metro area,-23.73999977111816,0,-57.21
Main metro area,-22.1,1,-57.21
Other urban area,-74,1,-56.32
Other urban area,-56.20999908447266,1,-56.32
Other urban area,-53.95999908447266,1,-56.32
Main metro area,-60.09999847412109,1,-57.21
Other urban area,-64.76999664306641,0,-56.32
Other urban area,-25.34000015258789,0,-56.32
Main metro area,-32.25,1,-57.21
Other urban area,-26.05999946594238,0,-56.32
Main metro area,-26.04000091552734,1,-57.21
Other urban area,-38.56000137329102,1,-56.32
Other urban area,-78.01000213623047,1,-56.32
Other urban area,-22.38999938964844,1,-56.32
Other urban area,-63.61999893188477,0,-56.32
Other urban area,-58.90000152587891,1,-56.32
Main metro area,-31.35000038146973,1,-57.21
Main metro area,-12.18000030517578,1,-57.21
Other urban area,-6.03000020980835,1,-56.32
Other urban area,-48.63999938964844,1,-56.32
Other urban area,-30.27000045776367,1,-56.32
Rural area,-10.15999984741211,0,-40.75
Other urban area,-44.02000045776367,0,-56.32
Other urban area,-29.95000076293945,1,-56.32
Other urban area,-48.45000076293945,1,-56.32
Other urban area,-27.79000091552734,1,-56.32
Main metro area,-18.76000022888184,1,-57.21
Main metro area,-43.79000091552734,1,-57.21
Main metro area,-12.73999977111816,0,-57.21
Other urban area,-60.9900016784668,1,-56.32
Main metro area,-39.45000076293945,0,-57.21
Other urban area,-60.52000045776367,1,-56.32
Other urban area,-64.22000122070313,1,-56.32
Other urban area,-17.3700008392334,1,-56.32
Main metro area,-63.18999862670898,1,-57.21
Main metro area,-26.51,1,-57.21
Main metro area,-14.97000026702881,1,-57.21
Main metro area,-18.89999961853027,1,-57.21
Other urban area,-44.36999893188477,1,-56.32
Other urban area,-24.09000015258789,1,-56.32
Other urban area,-21.65999984741211,1,-56.32
Other urban area,-31.79000091552734,1,-56.32
Main metro area,-25.42000007629395,0,-57.21
Other urban area,-32.45999908447266,1,-56.32
Other urban area,-64.91000366210938,1,-56.32
Rural area,-38.88000106811523,1,-40.75
Other urban area,-42.09999847412109,0,-56.32
Main metro area,-45.77000045776367,0,-57.21
Other urban area,-60.68999862670898,0,-56.32
Other urban area,-68.83000183105469,1,-56.32
Main metro area,-25.42000007629395,1,-57.21
Other urban area,-21.79999923706055,0,-56.32
Other urban area,-18.36000061035156,1,-56.32
Other urban area,-32.45000076293945,0,-56.32
Other urban area,-56.88999938964844,0,-56.32
Other urban area,-61.81000137329102,1,-56.32
Other urban area,-41.2400016784668,1,-56.32
Other urban area,-27.29999923706055,1,-56.32
Rural area,-54.29000091552734,0,-40.75
Other urban area,-37.63999938964844,1,-56.32
Main metro area,-18.75,0,-57.21
Other urban area,-67.51999664306641,1,-56.32
Rural area,-35.38000106811523,1,-40.75
Other urban area,-31.48999977111816,0,-56.32
Other urban area,-26.67000007629395,0,-56.32
Main metro area,-38.54000091552734,1,-57.21
Other urban area,-61.11000061035156,1,-56.32
Main metro area,-15.4399995803833,1,-57.21
Main metro area,-23.28000068664551,1,-57.21
Main metro area,-47.40999984741211,1,-57.21
Rural area,-17.93000030517578,1,-40.75
Other urban area,-29.21999931335449,1,-56.32
Main metro area,-16.45000076293945,0,-57.21
Other urban area,-56.90999984741211,1,-56.32
Main metro area,-23.88999938964844,1,-57.21
Rural area,-27.75,1,-40.75
Other urban area,-13.14999961853027,0,-56.32
Main metro area,-12.53999996185303,0,-57.21
Main metro area,-31.55999946594238,1,-57.21
Other urban area,-44.84999847412109,0,-56.32
Main metro area,-21.21999931335449,1,-57.21
Main metro area,-29.43000030517578,1,-57.21
Other urban area,-39.72999954223633,0,-56.32
Other urban area,-61.72000122070313,0,-56.32
Main metro area,-22.70999908447266,0,-57.21
Main metro area,-53.25,1,-57.21
Other urban area,-64.95999908447266,0,-56.32
Main metro area,-29.01000022888184,1,-57.21
Main metro area,-9.239999771118164,1,-57.21
Other urban area,-57.31000137329102,1,-56.32
Main metro area,-23.26000022888184,0,-57.21
Other urban area,-20.54999923706055,1,-56.32
Main metro area,-33.41999816894531,1,-57.21
Rural area,-13.88000011444092,0,-40.75
Main metro area,-43.38000106811523,1,-57.21
Main metro area,-19.36000061035156,0,-57.21
Other urban area,-28.75,0,-56.32
Other urban area,-40.15999984741211,0,-56.32
Other urban area,-58.97999954223633,1,-56.32
Other urban area,-62.59000015258789,0,-56.32
Main metro area,-38.04000091552734,1,-57.21
Other urban area,-71.20999908447266,1,-56.32
